row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,month_year_str,price,revenue,aov,margin_pct,sales_prod,profit_prod,quantity_prod,discount_prod,price_prod,profit_margin,recency_days,frequency,monetary,RFM_Score,CLTV_pred
3236,CA-2016-140746,2016-01-15,2016-01-15,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,0.3,-15.5826,2016,1,2016-01,181.797,181.797,181.797,-0.08571428571428572,4544.925,-192.18540000000002,24,0.26,192.1854,-0.04228571428571429,369,6,966.409,131,114.26712652369378
3237,CA-2016-146836,2016-05-02,2016-05-02,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,0.0,12.5832,2016,5,2016-05,14.979999999999999,44.94,14.979999999999999,0.28,179.76,39.5472,13,0.08,13.781600000000001,0.22,39,9,1659.438,342,200.94335879609886
3238,CA-2016-146836,2016-05-02,2016-05-02,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.576,3,0.2,15.9516,2016,5,2016-05,15.192,45.576,15.192,0.35,451.962,106.344,35,0.37142857142857144,11.936571428571428,0.23529411764705882,39,9,1659.438,342,200.94335879609886
3239,US-2016-127971,2016-11-20,2016-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333,2016,11,2016-11,63.686,318.43,63.686,-0.24285714285714285,4166.884,-503.1194,59,0.2285714285714286,70.18457142857143,-0.12074235807860262,69,6,1080.751,321,129.82792224255203
3240,US-2016-127971,2016-11-20,2016-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,0.2,46.095,2016,11,2016-11,17.56,122.92,17.56,0.375,491.68,195.355,27,0.17142857142857146,18.187142857142856,0.39732142857142855,69,6,1080.751,321,129.82792224255203
3241,US-2016-127971,2016-11-20,2016-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3,0.6,-2.8272,2016,11,2016-11,2.356,7.068,2.356,-0.4,236.77800000000002,88.35,45,0.19999999999999998,4.712,0.3731343283582089,69,6,1080.751,321,129.82792224255203
3242,US-2016-140809,2016-02-01,2016-02-03,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,14.677,2016,2,2016-02,11.290000000000001,56.45,11.290000000000001,0.25999999999999995,318.378,67.74,30,0.044444444444444446,10.788222222222222,0.2127659574468085,82,9,1582.109,242,191.5739374557447
3243,CA-2017-114524,2017-03-31,2017-04-05,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.468,13,0.8,-22.8956,2017,3,2017-03,1.036,13.468,1.036,-1.7000000000000002,117.58599999999998,5.697999999999999,40,0.4571428571428572,2.812,0.04845814977973568,22,5,1832.02,422,220.65367065640913
3244,CA-2017-113355,2017-12-01,2017-12-05,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,219.8,5,0.2,24.7275,2017,12,2017-12,43.96,219.8,43.96,0.11249999999999999,516.53,87.37049999999999,11,0.13333333333333333,47.623333333333335,0.16914893617021276,29,6,1341.036,432,160.26982178255523
3245,CA-2017-113355,2017-12-01,2017-12-05,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,0.3,-18.1176,2017,12,2017-12,105.68599999999999,317.058,105.68599999999999,-0.05714285714285714,4619.987999999999,486.15560000000005,37,0.19090909090909092,122.15654545454545,0.10522875816993467,29,6,1341.036,432,160.26982178255523
3246,US-2017-140907,2017-12-10,2017-12-12,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0.0,4.908,2017,12,2017-12,16.36,49.08,16.36,0.1,778.736,42.536,50,0.06666666666666667,15.269333333333334,0.0546218487394958,1,9,3675.861,443,448.60400265996674
3247,US-2017-140907,2017-12-10,2017-12-12,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0.0,38.988,2017,12,2017-12,64.97999999999999,324.9,64.97999999999999,0.12000000000000001,2612.196,153.35279999999997,43,0.07500000000000001,60.1065,0.05870646766169153,1,9,3675.861,443,448.60400265996674
3248,US-2017-140907,2017-12-10,2017-12-12,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,18.24,3,0.0,5.2896,2017,12,2017-12,6.079999999999999,18.24,6.079999999999999,0.29000000000000004,37.696,7.478400000000001,7,0.1,5.4719999999999995,0.19838709677419358,1,9,3675.861,443,448.60400265996674
3249,CA-2016-159730,2016-09-17,2016-09-21,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,2016,9,2016-09,56.944,113.888,56.944,0.0875,1501.8980000000001,254.8244,24,0.1375,61.39275,0.1696682464454976,95,12,3949.656,244,477.02618571111464
3250,CA-2016-159730,2016-09-17,2016-09-21,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10002085,Technology,Phones,Clarity 53712,105.584,2,0.2,7.9188,2016,9,2016-09,52.792,105.584,52.792,0.075,752.2860000000001,68.6296,14,0.15000000000000002,56.091499999999996,0.09122807017543859,95,12,3949.656,244,477.02618571111464
3251,CA-2016-157868,2016-12-23,2016-12-29,Standard Class,MC-17590,Matt Collister,Corporate,United States,Grand Rapids,Michigan,49505,Central,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,7,0.0,11.6795,2016,12,2016-12,3.5500000000000003,24.85,3.5500000000000003,0.47000000000000003,66.03,30.2815,19,0.04,3.408,0.4586021505376344,51,6,2426.067,333,292.5950852677434
3252,CA-2017-119389,2017-04-17,2017-04-19,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,2017,4,2017-04,20.104,60.312,20.104,0.08750000000000001,839.6759999999999,176.3247,57,0.15714285714285717,14.666714285714287,0.20999135380789735,57,6,1006.356,321,121.93412580540952
3253,CA-2017-110373,2017-10-27,2017-10-30,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056,3,0.2,2.205,2017,10,2017-10,2.352,7.056,2.352,0.3125,90.55199999999999,38.808,32,0.05714285714285715,2.772,0.4285714285714286,64,11,4299.161,344,513.3507693258606
3254,CA-2017-110373,2017-10-27,2017-10-30,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.184,2,0.2,2.0388,2017,10,2017-10,13.592,27.184,13.592,0.075,234.462,45.873000000000005,15,0.08,15.630799999999999,0.19565217391304351,64,11,4299.161,344,513.3507693258606
3255,CA-2016-155474,2016-07-08,2016-07-14,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.984,1,0.2,9.4486,2016,7,2016-07,107.984,107.984,107.984,0.08750000000000001,1916.716,241.6142,17,0.16,113.38319999999999,0.12605633802816904,20,12,3913.418,444,471.36126226125737
3256,CA-2016-155474,2016-07-08,2016-07-14,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,2016,7,2016-07,6.4319999999999995,19.296,6.4319999999999995,0.3125,182.508,-3.2159999999999975,42,0.43,4.582800000000001,-0.017621145374449323,20,12,3913.418,444,471.36126226125737
3257,CA-2015-155453,2015-08-09,2015-08-14,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608,2,0.2,1.6704,2015,8,2015-08,2.304,4.608,2.304,0.36250000000000004,113.472,48.8448,44,0.1076923076923077,2.569846153846154,0.4304568527918782,43,7,3832.314,334,462.29228293159923
3258,US-2016-161844,2016-12-09,2016-12-14,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238,2016,12,2016-12,26.658,79.974,26.658,-0.36666666666666664,653.121,-148.3962,22,0.3111111111111111,30.607333333333333,-0.22721088435374148,21,12,3256.48,443,390.42224033899873
3259,US-2016-161844,2016-12-09,2016-12-14,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622,2016,12,2016-12,1.473,2.946,1.473,-0.6999999999999998,131.097,18.412499999999998,45,0.4636363636363636,2.6335454545454544,0.14044943820224717,21,12,3256.48,443,390.42224033899873
3260,US-2016-162103,2016-11-13,2016-11-17,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,0.8,-4.704,2016,11,2016-11,1.568,3.136,1.568,-1.4999999999999998,72.912,-13.328,22,0.5,3.9200000000000004,-0.18279569892473116,152,8,4985.676,244,596.1362946800742
3261,CA-2014-151554,2014-11-14,2014-11-15,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.736,4,0.2,7.2576,2014,11,2014-11,5.184,20.736,5.184,0.35,80.352,33.1776,14,0.1,5.832,0.41290322580645156,131,6,1673.888,222,201.7113417966646
3262,CA-2014-140662,2014-11-17,2014-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,2014,11,2014-11,49.99,99.98,49.99,0.08,1229.754,-11.997600000000006,27,0.07500000000000001,46.24075,-0.009756097560975615,198,7,5371.09,134,645.3480901137707
3263,CA-2014-140662,2014-11-17,2014-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,733.95,7,0.0,352.296,2014,11,2014-11,104.85000000000001,733.95,104.85000000000001,0.48,1740.51,704.592,19,0.16,88.074,0.40481927710843374,198,7,5371.09,134,645.3480901137707
3264,CA-2014-140662,2014-11-17,2014-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0.0,72.432,2014,11,2014-11,80.48,241.44,80.48,0.3,1207.2,80.47999999999998,20,0.225,62.372,0.06666666666666664,198,7,5371.09,134,645.3480901137707
3265,CA-2016-122518,2016-03-04,2016-03-08,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4,0.2,3.528,2016,3,2016-03,2.52,10.08,2.52,0.35,106.47,49.14,35,0.05,2.9924999999999997,0.46153846153846156,390,8,3309.15,143,399.1798184905574
3266,US-2014-126571,2014-10-11,2014-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.904,2,0.2,10.5714,2014,10,2014-10,140.952,281.904,140.952,0.037500000000000006,3946.656,419.3322,26,0.125,154.16625,0.10625,54,8,4198.332,334,508.66053257826644
3267,US-2014-126571,2014-10-11,2014-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,201.432,3,0.2,67.9833,2014,10,2014-10,67.14399999999999,201.432,67.14399999999999,0.3375,1359.6660000000002,514.4909,19,0.13333333333333333,72.73933333333333,0.37839506172839504,54,8,4198.332,334,508.66053257826644
3268,CA-2014-143840,2014-05-22,2014-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0.0,33.995,2014,5,2014-05,67.99,135.98,67.99,0.25,1876.524,397.7415,29,0.06666666666666667,63.45733333333333,0.21195652173913043,105,6,923.884,221,111.67477352530318
3269,CA-2014-143840,2014-05-22,2014-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0.0,12.586,2014,5,2014-05,44.95,44.95,44.95,0.27999999999999997,746.17,163.618,18,0.08571428571428573,41.097142857142856,0.21927710843373494,105,6,923.884,221,111.67477352530318
3270,CA-2014-115980,2014-07-15,2014-07-19,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0.0,1.3068,2014,7,2014-07,0.9900000000000001,2.97,0.9900000000000001,0.43999999999999995,19.008,7.3656,21,0.08,0.9108,0.3875,28,10,6134.0380000000005,444,737.6725245153928
3271,CA-2014-115980,2014-07-15,2014-07-19,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.54,3,0.0,2.6814,2014,7,2014-07,2.18,6.54,2.18,0.41,54.936,20.2086,27,0.05714285714285715,2.0554285714285716,0.3678571428571429,28,10,6134.0380000000005,444,737.6725245153928
3272,CA-2015-155145,2015-12-27,2015-12-29,Second Class,KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,0.0,3.4848,2015,12,2015-12,0.99,7.92,0.99,0.44,19.008,7.3656,21,0.08,0.9108,0.3875,52,5,2171.962,322,261.04586570351944
3273,CA-2015-146038,2015-02-09,2015-02-16,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.941,2015,2,2015-02,40.784,203.92,40.784,0.1125,764.7,76.9798,19,0.21428571428571427,40.05571428571428,0.10066666666666665,29,6,1341.036,432,160.26982178255523
3274,CA-2017-133865,2017-05-08,2017-05-12,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985,2017,5,2017-05,559.9920000000001,3359.952,559.9920000000001,0.31249999999999994,8959.872,2799.96,16,0.2,559.992,0.3125,236,7,6843.634,134,820.7846055079981
3275,CA-2017-116358,2017-11-02,2017-11-06,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24,3,0.0,9.12,2017,11,2017-11,6.079999999999999,18.24,6.079999999999999,0.5,192.128,85.728,35,0.05714285714285715,5.732571428571428,0.4462025316455696,14,6,2260.958,423,272.1908131345389
3276,CA-2017-116358,2017-11-02,2017-11-06,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6,0.0,9.1674,2017,11,2017-11,4.63,27.78,4.63,0.33,88.896,26.854,20,0.05714285714285715,4.365428571428572,0.3020833333333333,14,6,2260.958,423,272.1908131345389
3277,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,22.96,7,0.0,7.5768,2014,4,2014-04,3.2800000000000002,22.96,3.2800000000000002,0.33,120.70400000000001,32.8,40,0.10909090909090911,2.922181818181818,0.2717391304347826,117,3,6049.966,214,726.1754377491912
3278,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,28.99,1,0.0,8.4071,2014,4,2014-04,28.99,28.99,28.99,0.29000000000000004,481.234,131.3247,17,0.04,27.830399999999997,0.2728915662650603,117,3,6049.966,214,726.1754377491912
3279,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,2014,4,2014-04,6.48,12.96,6.48,0.48999999999999994,95.904,39.7224,17,0.10000000000000002,5.832000000000001,0.41418918918918923,117,3,6049.966,214,726.1754377491912
3280,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,22.96,7,0.0,6.6584,2014,4,2014-04,3.2800000000000002,22.96,3.2800000000000002,0.29,65.6,14.3664,22,0.1,2.952,0.21900000000000003,117,3,6049.966,214,726.1754377491912
3281,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,2014,4,2014-04,832.8100000000001,4164.05,832.8100000000001,0.02,16656.2,-1299.1836,22,0.10000000000000002,749.529,-0.078,117,3,6049.966,214,726.1754377491912
3282,US-2014-117170,2014-09-17,2014-09-24,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,2014,9,2014-09,23.992,47.984,23.992,0.275,773.742,286.70439999999996,28,0.08888888888888889,27.32422222222222,0.3705426356589147,391,7,3057.1,133,367.4272510403235
3283,US-2014-117170,2014-09-17,2014-09-24,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624,1,0.2,1.6762,2014,9,2014-09,4.624,4.624,4.624,0.3625,60.112,24.7384,12,0.15000000000000002,4.913,0.4115384615384615,391,7,3057.1,133,367.4272510403235
3284,CA-2014-159478,2014-09-30,2014-10-06,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.1816,2014,9,2014-09,5.08,15.24,5.08,0.34,176.784,49.3776,38,0.1111111111111111,4.515555555555555,0.2793103448275862,98,7,2203.7780000000002,232,264.34070707770104
3285,CA-2014-103702,2014-09-12,2014-09-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776,2014,9,2014-09,9.132,63.924,9.132,-0.7333333333333334,526.612,-201.51279999999997,46,0.6444444444444444,10.82311111111111,-0.38265895953757223,415,4,861.565,111,101.7743853381967
3286,CA-2017-150525,2017-02-20,2017-02-25,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,6.56,2,0.0,1.9024,2017,2,2017-02,3.28,6.56,3.28,0.29000000000000004,82.656,22.107200000000002,26,0.028571428571428574,3.186285714285714,0.26746031746031745,102,9,1707.71,242,207.55961139976677
3287,CA-2017-150525,2017-02-20,2017-02-25,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0.0,3.4086,2017,2,2017-02,4.37,13.11,4.37,0.26,43.7,11.362,10,0.0,4.37,0.26,102,9,1707.71,242,207.55961139976677
3288,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376,2015,12,2015-12,164.792,494.376,164.792,0.1,8111.136,275.3286,34,0.2222222222222222,229.21444444444444,0.033944517759287966,180,10,2912.8940000000002,243,352.6809004337918
3289,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855,2015,12,2015-12,5.84,29.2,5.84,0.3375,197.82999999999998,35.332,42,0.32999999999999996,4.891,0.1785977859778598,180,10,2912.8940000000002,243,352.6809004337918
3290,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0.0,27.3735,2015,12,2015-12,49.769999999999996,248.85,49.769999999999996,0.11,1154.664,47.2815,25,0.08,45.7884,0.040948275862068964,180,10,2912.8940000000002,243,352.6809004337918
3291,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208,2015,12,2015-12,36.24,36.24,36.24,0.42,543.6,228.312,15,0.0,36.24,0.42,180,10,2912.8940000000002,243,352.6809004337918
3292,CA-2016-167290,2016-10-30,2016-11-04,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,11.68,2,0.0,3.504,2016,10,2016-10,5.84,11.68,5.84,0.3,234.768,34.456,49,0.16363636363636364,4.884363636363637,0.14676616915422888,225,5,955.124,121,114.37319469609979
3293,CA-2014-106264,2014-12-26,2014-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.0,0.1191,2014,12,2014-12,3.97,11.91,3.97,0.01,43.67,-3.4936000000000003,12,0.06666666666666667,3.7053333333333334,-0.08,43,11,2372.75,343,284.43003413387635
3294,CA-2014-106264,2014-12-26,2014-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136,2014,12,2014-12,1.74,3.48,1.74,0.32,33.756,8.9088,21,0.08,1.6008,0.2639175257731959,43,11,2372.75,343,284.43003413387635
3295,CA-2014-138023,2014-08-15,2014-08-18,First Class,KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,8,0.8,-52.632,2014,8,2014-08,3.87,30.96,3.87,-1.7,369.585,14.318999999999997,34,0.35,12.577499999999999,0.038743455497382194,22,7,5952.859,434,716.0964742418329
3296,CA-2017-113418,2017-10-01,2017-10-03,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,0.0,767.2005,2017,10,2017-10,154.99,1704.89,154.99,0.45,2541.8360000000002,1092.6795,17,0.06666666666666667,144.65733333333336,0.42987804878048774,27,6,6339.5576,424,764.1278367486332
3297,US-2015-110569,2015-05-23,2015-05-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796,2015,5,2015-05,2.742,19.194,2.742,-0.6666666666666666,209.30599999999998,26.506000000000004,40,0.25,6.855,0.12663755458515286,100,10,2767.219,243,330.5519181757875
3298,US-2015-110569,2015-05-23,2015-05-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,2015,5,2015-05,30.448,121.792,30.448,0.11249999999999999,867.768,57.09,30,0.2666666666666667,27.910666666666668,0.06578947368421052,100,10,2767.219,243,330.5519181757875
3299,CA-2017-136308,2017-11-16,2017-11-16,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,2017,11,2017-11,639.9920000000001,1919.976,639.9920000000001,0.11249999999999999,9279.884,1327.9834,14,0.2,639.992,0.14310344827586208,44,2,5253.876,314,632.7379179678078
3300,US-2014-159926,2014-11-18,2014-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,0.7,-40.7976,2014,11,2014-11,50.997,50.997,50.997,-0.8,4181.754,693.5591999999999,38,0.3222222222222222,115.21544444444446,0.16585365853658535,25,11,3036.547,443,366.58829635133003
3301,US-2014-159926,2014-11-18,2014-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,76.792,1,0.2,-16.3183,2014,11,2014-11,76.792,76.792,76.792,-0.2125,1363.058,-126.7068,16,0.16,80.6316,-0.09295774647887324,25,11,3036.547,443,366.58829635133003
